"","pID","issue","direction","stim","didactic","guesscorrect","edu","lad","age","female","button_presses"
"969","TD070","pa","agree",0,0,1,4,2,27,0,14
"971","TD070","pa","disagree",0,0,1,4,2,27,0,19
"973","TD070","sm","agree",0,0,1,4,2,27,0,22
"975","TD070","sm","disagree",0,0,1,4,2,27,0,18
"977","TD071","gc","agree",0,1,1,3,3,27,1,21
"979","TD071","gc","disagree",0,1,1,3,3,27,1,14
"981","TD071","hs","agree",0,1,1,3,3,27,1,15
"983","TD071","hs","disagree",0,1,1,3,3,27,1,11
"985","TD071","lm","agree",0,1,1,3,3,27,1,16
"987","TD071","lm","disagree",0,1,1,3,3,27,1,11
"989","TD071","sm","agree",0,1,1,3,3,27,1,14
"991","TD071","sm","disagree",0,1,1,3,3,27,1,13
"993","TD072","aa","agree",0,0,1,1,3,61,0,5
"994","TD072","aa","disagree",0,0,1,1,3,61,0,9
"995","TD072","gc","agree",0,0,1,1,3,61,0,10
"996","TD072","gc","disagree",0,0,1,1,3,61,0,6
"997","TD072","hs","agree",0,0,1,1,3,61,0,8
"998","TD072","hs","disagree",0,0,1,1,3,61,0,10
"999","TD072","sm","agree",0,0,1,1,3,61,0,10
"1000","TD072","sm","disagree",0,0,1,1,3,61,0,8
"1009","TD076","aa","agree",0,1,1,1,3,18,0,12
"1011","TD076","aa","disagree",0,1,1,1,3,18,0,8
"1013","TD076","lm","agree",0,1,1,1,3,18,0,14
"1015","TD076","lm","disagree",0,1,1,1,3,18,0,9
"1017","TD076","pa","agree",0,1,1,1,3,18,0,14
"1019","TD076","pa","disagree",0,1,1,1,3,18,0,12
"1021","TD076","sm","agree",0,1,1,1,3,18,0,10
"1023","TD076","sm","disagree",0,1,1,1,3,18,0,10
"1033","TD078","gc","agree",0,1,1,3,2,53,1,9
"1035","TD078","gc","disagree",0,1,1,3,2,53,1,9
"1037","TD078","he","agree",0,1,1,3,2,53,1,20
"1039","TD078","he","disagree",0,1,1,3,2,53,1,8
"1041","TD078","lm","agree",0,1,1,3,2,53,1,10
"1043","TD078","lm","disagree",0,1,1,3,2,53,1,11
"1045","TD078","sm","agree",0,1,1,3,2,53,1,11
"1047","TD078","sm","disagree",0,1,1,3,2,53,1,7
"1049","TD079","aa","agree",0,0,1,1,2,45,0,18
"1051","TD079","aa","disagree",0,0,1,1,2,45,0,14
"1053","TD079","he","agree",0,0,1,1,2,45,0,18
"1055","TD079","he","disagree",0,0,1,1,2,45,0,15
"1057","TD079","lm","agree",0,0,1,1,2,45,0,16
"1059","TD079","lm","disagree",0,0,1,1,2,45,0,15
"1061","TD079","sm","agree",0,0,1,1,2,45,0,17
"1063","TD079","sm","disagree",0,0,1,1,2,45,0,14
"1065","TD081","he","agree",0,0,1,1,1,45,1,17
"1067","TD081","he","disagree",0,0,1,1,1,45,1,19
"1069","TD081","lm","agree",0,0,1,1,1,45,1,7
"1071","TD081","lm","disagree",0,0,1,1,1,45,1,12
"1073","TD081","sm","agree",0,0,1,1,1,45,1,29
"1075","TD081","sm","disagree",0,0,1,1,1,45,1,15
"1077","TD081","uh","agree",0,0,1,1,1,45,1,20
"1079","TD081","uh","disagree",0,0,1,1,1,45,1,17
"2","TD003","gc","agree",1,0,1,7,2,46,0,8
"4","TD003","gc","disagree",1,0,1,7,2,46,0,17
"6","TD003","hs","agree",1,0,1,7,2,46,0,11
"8","TD003","hs","disagree",1,0,1,7,2,46,0,23
"10","TD003","lm","agree",1,0,1,7,2,46,0,20
"12","TD003","lm","disagree",1,0,1,7,2,46,0,22
"14","TD003","sm","agree",1,0,1,7,2,46,0,21
"16","TD003","sm","disagree",1,0,1,7,2,46,0,26
"18","TD004","aa","agree",1,0,1,4,3,54,0,16
"20","TD004","aa","disagree",1,0,1,4,3,54,0,13
"22","TD004","hs","agree",1,0,1,4,3,54,0,19
"24","TD004","hs","disagree",1,0,1,4,3,54,0,17
"26","TD004","sm","agree",1,0,1,4,3,54,0,15
"28","TD004","sm","disagree",1,0,1,4,3,54,0,15
"30","TD004","uh","agree",1,0,1,4,3,54,0,17
"32","TD004","uh","disagree",1,0,1,4,3,54,0,16
"34","TD005","gc","agree",1,1,1,3,2,31,0,10
"36","TD005","gc","disagree",1,1,1,3,2,31,0,8
"38","TD005","lm","agree",1,1,1,3,2,31,0,11
"40","TD005","lm","disagree",1,1,1,3,2,31,0,5
"42","TD005","pa","agree",1,1,1,3,2,31,0,7
"44","TD005","pa","disagree",1,1,1,3,2,31,0,7
"46","TD005","sm","agree",1,1,1,3,2,31,0,6
"48","TD005","sm","disagree",1,1,1,3,2,31,0,8
"50","TD006","aa","agree",1,1,1,5,1,54,1,3
"52","TD006","aa","disagree",1,1,1,5,1,54,1,3
"54","TD006","pa","agree",1,1,1,5,1,54,1,3
"56","TD006","pa","disagree",1,1,1,5,1,54,1,4
"58","TD006","sm","agree",1,1,1,5,1,54,1,4
"60","TD006","sm","disagree",1,1,1,5,1,54,1,4
"62","TD006","uh","agree",1,1,1,5,1,54,1,5
"64","TD006","uh","disagree",1,1,1,5,1,54,1,4
"66","TD007","gc","agree",1,1,0,1,3,55,0,18
"68","TD007","gc","disagree",1,1,0,1,3,55,0,19
"70","TD007","hs","agree",1,1,0,1,3,55,0,21
"72","TD007","hs","disagree",1,1,0,1,3,55,0,24
"74","TD007","sm","agree",1,1,0,1,3,55,0,20
"76","TD007","sm","disagree",1,1,0,1,3,55,0,22
"78","TD007","uh","agree",1,1,0,1,3,55,0,19
"80","TD007","uh","disagree",1,1,0,1,3,55,0,20
"81","TD008","gc","agree",1,0,1,5,1,30,0,23
"82","TD008","gc","disagree",1,0,1,5,1,30,0,19
"83","TD008","pa","agree",1,0,1,5,1,30,0,22
"84","TD008","pa","disagree",1,0,1,5,1,30,0,12
"86","TD008","sm","agree",1,0,1,5,1,30,0,21
"88","TD008","sm","disagree",1,0,1,5,1,30,0,19
"90","TD009","aa","agree",1,0,1,7,2,42,0,12
"92","TD009","aa","disagree",1,0,1,7,2,42,0,19
"94","TD009","gc","agree",1,0,1,7,2,42,0,11
"96","TD009","gc","disagree",1,0,1,7,2,42,0,15
"98","TD009","he","agree",1,0,1,7,2,42,0,15
"100","TD009","he","disagree",1,0,1,7,2,42,0,15
"102","TD009","sm","agree",1,0,1,7,2,42,0,13
"104","TD009","sm","disagree",1,0,1,7,2,42,0,21
"106","TD010","aa","agree",1,1,1,1,4,66,0,8
"108","TD010","aa","disagree",1,1,1,1,4,66,0,6
"110","TD010","gc","agree",1,1,1,1,4,66,0,6
"112","TD010","gc","disagree",1,1,1,1,4,66,0,7
"114","TD010","he","agree",1,1,1,1,4,66,0,12
"116","TD010","he","disagree",1,1,1,1,4,66,0,7
"118","TD010","sm","agree",1,1,1,1,4,66,0,9
"120","TD010","sm","disagree",1,1,1,1,4,66,0,7
"122","TD011","hs","agree",1,1,0,1,3,42,0,14
"124","TD011","hs","disagree",1,1,0,1,3,42,0,15
"126","TD011","lm","agree",1,1,0,1,3,42,0,14
"128","TD011","lm","disagree",1,1,0,1,3,42,0,15
"130","TD011","sm","agree",1,1,0,1,3,42,0,13
"132","TD011","sm","disagree",1,1,0,1,3,42,0,15
"134","TD011","uh","agree",1,1,0,1,3,42,0,20
"136","TD011","uh","disagree",1,1,0,1,3,42,0,13
"138","TD012","aa","agree",1,1,1,7,1,30,1,9
"140","TD012","aa","disagree",1,1,1,7,1,30,1,11
"142","TD012","pa","agree",1,1,1,7,1,30,1,11
